RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021
394997,103,"Portland, ME",Msa,ME,145244,146145,146793,148245,149186,150201,151158,152313,153450,154563,155958,157576,159359,160895,162306,163482,165180,167072,169253,170983,172737,174385,176424,178229,180088,181921,183782,185887,187853,190109,192460,194533,196344,197856,199574,201470,203487,205487,207258,208832,210982,213348,216127,218841,221762,224654,226875,228951,230945,233464,236185,238731,242043,245542,249455,251570,253300,254390,256669,258862,261716,264367,267124,269315,271310,272852,274453,275770,277179,278374,279341,280273,281233,281647,281733,281201,280995,280601,280037,279677,279704,280046,280002,279731,279632,279308,278717,277838,276865,275409,273419,273212,273316,274146,273428,273495,273525,273472,272962,271407,269358,266587,264471,262206,261248,260366,260129,258306,255353,252546,249654,247964,245235,243734,242179,241830,241212,240350,239262,238739,238715,239123,240647,242954,244796,244811,243463,242159,240928,239714,238228,236260,236141,236969,238330,237956,237215,236624,236498,236198,235515,234472,233306,232376,231511,230224,229030,228800,229471,231020,232523,233500,233654,233748,234963,236280,237425,237941,238746,239027,239621,240596,241475,242490,242482,242574,241566,240978,240622,240788,240893,242164,243750,245343,246027,245946,245766,245512,245214,244868,243806,243837,244968,246350,247987,248709,249971,250928,251166,251324,251442,253170,255181,256943,257661,259435,260739,262401,262891,264180,265752,266909,268515,270015,271539,272841,273757,275661,277343,279438,281714,283252,284579,285334,286407,287223,288762,291357,294047,295555,296350,297746,299577,301439,302910,303695,304721,305749,305395,305131,305076,306713,308142,309654,311016,312280,314010,316181,318492,319737,321350,323853,327387,331063,333008,333675,334049,336662,340916,346630,352543,358761,364751,368829,374130,380766,390635,401387,412129,420560,425186,428114
394549,104,"Durham, NC",Msa,NC,168495,168962,169329,170055,170521,170857,171276,171875,172612,173406,174276,175190,175488,175582,175667,176295,176760,177277,177587,178211,178702,179626,180412,181121,181603,181645,182177,182503,183321,183442,183688,183979,184548,185164,185766,186296,186804,187358,187935,188223,188244,188214,188360,188594,188832,189307,189741,190036,190430,191003,191811,192328,192758,193045,193385,193640,194149,194734,195590,196371,197185,197872,198629,199159,199955,200557,201350,201974,202692,203698,204626,205779,206486,207165,207593,207995,208538,209106,209782,210452,211170,211838,212202,212624,213135,214099,214854,215544,216102,216847,217619,218343,218990,219587,219889,220144,220349,220628,220834,220726,220364,219833,219191,218407,217552,216793,216017,214878,213971,213239,212544,211333,210397,209645,209344,208296,207699,207313,207455,207361,207256,207409,208077,208770,208998,208570,207516,206606,205911,205183,204667,203853,203375,202650,201907,200926,199723,198432,197210,195960,194790,193411,192290,191344,190760,189843,189248,189020,189126,189382,189686,190151,190133,190126,190455,191145,191683,193013,194370,195859,196372,196883,197279,198055,199111,200321,201041,201311,202068,202469,203021,203237,204069,204721,204995,205012,205054,205249,205852,206698,207166,207686,207946,208492,208916,209680,210590,211546,212341,213166,213915,214704,215409,216064,216750,217719,219059,220498,221672,222812,224041,225296,226564,227586,228564,229617,230991,232819,234275,235469,236252,237305,238407,239794,241055,242744,244407,246475,248262,249784,251040,252533,254412,255969,257590,259170,260829,262338,263652,264933,265925,267035,268145,269075,269637,270536,271608,273013,273791,274600,275120,276009,276798,277754,278626,279624,280890,282467,284301,286494,289389,292387,295613,299652,304080,309286,315785,323877,332744,342020,350707,359621
395068,105,"Santa Rosa, CA",Msa,CA,270421,275399,277655,282952,286072,290296,295042,300992,307191,314537,320883,327775,331958,336900,343425,350245,356358,360504,365280,370055,374311,377135,380370,382667,385118,385823,386021,387113,388567,390489,392538,395322,398307,401429,405313,409525,413202,416256,420066,425064,429999,433518,437446,441286,446371,450226,455442,459668,465223,469602,476194,482782,491500,499999,510104,518234,525107,529962,537737,547140,557291,564788,571063,579413,588688,598995,606876,613080,618518,623911,629357,633216,633530,634039,634661,637191,637872,636131,633486,629249,624792,618942,613421,608391,603846,599220,596654,592954,590947,588845,585354,580055,572366,566881,563397,553834,549180,540267,532062,519215,507371,498044,485819,473826,463759,455363,444438,436688,426603,418496,410572,405406,404840,402944,402052,399859,397203,394586,394356,396334,398974,401416,402025,403372,401446,399945,396855,392535,388802,385296,384652,383561,381422,378753,376085,373700,370261,364924,360773,355327,351483,347866,345061,341732,339688,339137,339508,340574,344123,348529,351871,352418,353603,357948,365236,374069,380117,386087,392379,400760,408137,416255,422262,432690,441078,448287,453502,458337,464349,471604,479945,483977,485117,484878,487905,487728,488099,489637,495154,499342,504141,504118,504998,510184,516778,522212,521945,524149,527653,532819,535997,541943,544126,550670,554251,558826,558014,559161,561280,563884,566821,571698,576896,579434,586059,589887,593478,593704,597658,601220,600722,603548,607148,614348,620540,625661,630939,641484,650208,658411,659529,661909,666442,669092,669799,664415,657839,652228,646147,640253,636296,633212,634605,638087,640069,640135,638603,638575,635095,633273,639713,648995,652818,649928,644820,639988,639881,644037,655879,666414,677128,685280,690686,693417,699157,709125,720495,731233,744278,757988,766745,767049
394792,106,"Lexington, KY",Msa,KY,122984,123033,123201,123621,124129,124696,125377,126117,126909,127462,128055,128612,129266,129761,130172,130546,131010,131456,131797,131938,132148,132398,132750,133063,133441,133924,134455,134855,135221,135485,135815,136154,136485,136875,137361,137876,138417,138863,139264,139585,139893,140270,140714,141268,141866,142416,142893,143358,143888,144425,144982,145538,146152,146798,147460,148145,148735,149434,149992,150580,151012,151511,152014,152509,152988,153441,153932,154395,154814,155095,155455,155818,156291,156581,157021,157466,158016,158453,158757,158989,159033,158990,158792,158723,158720,158882,158850,158279,157896,157781,158253,158527,158703,158910,158835,158554,158143,158123,158417,156951,155584,154251,154889,155574,156399,157037,157329,157415,157469,157740,157754,157656,157318,156878,156412,155826,155471,155276,155178,155135,154870,155013,155165,155652,155811,155827,155644,155433,155139,154841,154347,153716,152963,152214,151764,151456,151158,150793,150376,150154,150018,149905,149815,149273,148744,148198,148473,149118,149621,149792,149796,149724,149404,148940,148669,148743,149255,149852,150962,151969,153016,153482,153530,153584,153426,153479,153663,153854,153615,153395,153252,153580,153866,154140,154547,154587,154672,154680,154912,155693,156772,157818,158537,159116,159682,160187,160304,160604,160826,161303,161796,162157,162288,162225,162279,162717,163377,164162,164877,165728,166521,167198,167756,168451,169275,170067,171056,172071,173270,174625,175737,176867,177800,178411,179062,179641,180758,181753,182634,183168,183528,183995,185116,186027,186832,187231,187073,187393,188049,189468,190263,190829,191421,192047,192609,193228,193699,194348,194984,195847,196517,197113,197958,198856,200001,200897,201895,203017,204766,206900,209695,212230,214794,217219,219207,220975,222824,225620,228929,231989,234638,237284
394761,107,"Lafayette, LA",Msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112129,112380,112258,112245,112514,113162,114000,114830,115705,116490,116876,117408,117984,118483,118609,118576,117480,115990,114880,114654,115975,116195,116672,116900,118272,120410,122095,123631,125087,126565,128276,129981,131418,132753,133765,134752,135334,135595,135647,135605,135915,136508,137499,138435,139073,139600,139765,140052,140103,140050,139800,139817,140196,140854,141307,141746,142101,142490,142640,142684,141629,140339,139010,138659,138556,138661,138727,138900,138745,138684,138371,138102,136817,135608,134383,133934,135042,136415,138108,138376,138496,138542,138411,138389,138373,138361,137771,136942,136490,136407,136480,136187,135869,135757,135597,135535,135474,135420,135275,134856,134362,134258,134012,133852,133354,133280,132823,132304,131758,132317,133348,134378,135330,136153,136942,137523,137889,138557,139148,140012,140470,140562,140487,140593,140681,140950,141134,141700,142188,142825,143408,143468,143733,143806,144523,144741,145182,145435,145920,146382,146904,147391,147821,148132,148632,149043,149344,149480,149361,149438,149501,149821,150116,149983,149974,149970,150537,151019,151581,152047,152408,152420,152702,153027,153590,153864,154160,154164,154241,154294,154749,155064,155108,155169,155055,155211,155241,155398,155670,155833,155892,155815,155997,156455,156788,156915,156906,157323,157794,158319,158763,159398,159982,160304,160054,159807,159827,160550,161363,161630,161632,161535,162147,162928,164197,165637,166564,166837,166657,167810,169228,170691,171417,172498,174023,175861,177616,179206
394770,108,"Lansing, MI",Msa,MI,109561,109750,110032,110441,110950,111389,112057,112770,113620,114421,115237,116114,116806,117434,117938,118502,119151,119875,120699,121559,122344,123239,124025,124821,125458,126049,126624,127139,127618,128032,128557,129202,129908,130607,131367,132126,132761,133204,133627,134116,134680,135239,135890,136628,137582,138509,139242,139880,140318,140864,141395,142011,142592,142995,143504,144029,144544,145072,145539,146201,146802,147508,148044,148507,148737,148840,149045,149316,149632,149749,149964,150264,150552,150798,150890,151055,151052,151016,150856,150732,150443,150306,149951,149618,148611,148091,147446,146617,144710,143144,142248,142237,141840,141412,140111,138717,137007,135702,134961,135181,135790,136155,135538,134469,133155,132125,131223,130484,129503,128675,127571,126221,125012,124002,123289,122289,121306,120209,119302,118613,118502,118277,118141,117936,117863,117640,117337,116821,116225,115576,115096,114662,113983,113114,112202,111562,111248,111065,111069,111264,111209,111118,110843,110695,110556,110457,110524,110516,110563,110721,111061,111452,111962,112440,112897,113402,113992,114681,115318,115836,116247,116679,117220,117942,118563,119074,119456,119881,120678,121731,122896,123958,125004,125997,126777,127218,127563,127945,128320,128690,128942,129281,129364,129416,129380,129178,129322,129551,130364,130862,131433,131617,132002,132407,133201,133741,134312,134937,136010,137251,138726,139803,140624,141141,141824,142759,143678,144672,144949,145260,145264,145545,145753,146230,147192,148214,149138,150072,151075,152352,153664,155043,156329,157159,157692,157797,158133,158689,159501,160342,161328,162230,162937,163306,163248,163313,163924,165085,165978,166548,167057,167678,168452,169275,170249,171058,172103,173271,174734,176521,178332,179882,181514,183186,185171,187570,190182,192708,194647,196515,198302,200035
394590,109,"Fayetteville, AR",Msa,AR,119103,119431,119619,120005,120171,120623,121241,122046,122687,123268,124157,125077,126051,126416,126819,127048,127726,128218,128854,129012,129001,128734,128773,129026,129497,129842,130212,130515,130875,131177,131593,131982,132538,133032,133590,134073,130654,127321,124004,124545,125378,126345,127395,128230,129015,129772,130504,131168,132020,132968,134068,135181,136224,137455,138893,140589,142254,143692,144925,146009,147163,148548,150119,151844,153545,155286,156870,158328,159875,161539,163095,164186,164852,165513,166163,167102,168325,169541,170578,171242,171672,171736,171687,171801,172096,172195,171823,171134,170575,170116,169695,168999,168315,167708,167293,166926,166496,165945,165678,165253,164693,163660,162656,161302,159866,158583,156978,155424,153658,152209,150727,149202,148158,147530,147242,146932,146792,146674,146873,146705,146740,146408,146135,145665,145505,145105,144088,142696,140684,138893,136984,136162,135621,135784,135841,135631,134630,133288,132201,131447,131144,131307,131319,131309,131099,131395,132304,133806,135631,137028,137808,138030,138275,138633,139133,139481,140222,140884,141278,141170,141310,141863,142650,143660,144690,145662,146182,146044,145961,146505,147656,148964,149470,149673,149424,149450,149692,150268,151364,152514,153529,154226,154263,154259,153420,153288,153288,153967,154615,155106,155840,156371,157147,157731,158502,159485,160725,161978,163078,163972,164967,165940,167204,168586,169567,170254,170705,170980,170853,170919,171785,173148,174419,175072,175729,176542,177956,179808,181097,182591,183430,184305,184573,184979,185737,186753,187612,188581,188982,189340,189824,190611,191544,192257,193223,194285,195143,195720,196200,197148,198447,199343,199781,200225,200983,202478,204088,206427,208603,211037,213252,216118,219604,223614,228481,232729,238064,242545,248233,253594,258567,263508
394971,110,"Pensacola, FL",Msa,FL,111791,111926,112303,112972,113645,113758,113445,113149,113040,113189,113259,113163,113372,113575,113833,113750,113587,113644,113799,114033,114200,114356,114578,115040,115313,115633,115914,116443,116598,116857,117062,117633,117813,118091,118294,118948,119185,119650,120049,120770,121377,121933,122526,123158,123696,124374,125065,125824,126430,127003,127849,128869,130024,131435,133345,135626,137701,139608,141531,144071,146505,148525,150124,152450,156123,161466,166703,171385,174242,177004,179792,182791,184556,186130,187930,190542,192394,193266,193344,192855,192147,191171,189743,188056,187001,186700,186425,185547,184665,184039,183304,182062,180581,179437,178158,176828,174927,173369,171571,169667,167683,165808,164654,162838,161514,159473,157679,155988,154809,154059,152845,151549,150914,150377,149872,148665,147758,147721,148169,148502,148082,147338,146964,146693,146811,146605,145903,145462,144485,143280,140827,138489,137408,136891,136519,135243,133537,132029,130966,130729,130523,130100,129981,130116,130317,129696,129057,128955,129068,128974,128842,128919,129009,129034,129208,129528,129814,130692,131851,133051,134003,135010,135951,136955,137804,138459,138966,139366,139986,140354,140423,140776,140974,140649,140034,139622,139888,140191,140276,140571,141053,142125,143226,144099,144881,145693,146216,146557,146714,147102,147439,147765,147967,148166,148478,149043,149601,150358,151284,152284,153429,154369,155488,156328,157569,158548,159477,160096,161137,162448,163843,164755,165647,166421,167445,168304,168783,169741,170971,172749,173882,174897,175649,176620,177421,178543,179870,181747,183111,183716,183590,183509,184052,184905,185927,186729,187490,188299,188988,189767,190708,192437,193933,195505,196809,198291,199367,200467,202028,204459,207212,209802,212714,214865,217602,220005,224287,229288,235445,241218,246694,251831
395195,111,"Visalia, CA",Msa,CA,108502,108369,108572,108962,109416,109771,110009,110388,110719,109497,108183,106846,106899,107027,107180,107408,107740,108100,108596,109013,109409,109866,110395,111000,111415,111848,112323,112920,113455,113963,114581,115358,116184,116990,117675,118369,118943,119652,120495,121685,122879,124455,125984,128009,130490,133331,135545,137087,138597,140294,142598,144776,147938,151318,155379,159551,164694,168946,172305,175387,178951,183911,187660,192058,196330,201476,207890,213990,218882,223165,227337,232059,235426,237038,239339,244144,249360,252741,253856,255208,256380,255837,255552,254860,254594,254074,252645,251391,247982,246331,242514,239186,235110,232791,231200,228836,224741,219551,214295,210394,207342,203315,198518,193506,189367,185589,181144,176436,172988,170357,168642,164961,160480,156351,153193,151450,150177,150135,151351,152973,153962,152720,151903,151325,151752,150790,149501,148163,146963,145399,143047,140315,137965,136735,135499,134160,132755,132384,131914,130865,129410,127907,127157,126814,126943,127230,127097,126846,126721,127013,127948,128684,129547,130849,133046,136144,138699,141281,144237,147755,150991,152794,155223,157014,159672,161338,163617,164250,165127,165755,166816,167142,167432,168467,169652,169148,168940,168282,168974,170356,172399,174428,175747,176500,177450,177400,176309,175552,175784,178955,181167,182858,183720,184950,185783,186313,187086,188915,191203,192049,191792,191929,193397,195015,195350,195976,196697,197613,198294,199068,199209,199927,200249,201774,202388,203919,206392,209314,212013,213102,214393,215724,216098,217171,217990,219350,220299,221292,222331,222059,221682,222329,223584,224343,223437,223131,223657,225676,225689,225852,225568,228094,229651,232209,234042,236535,239302,242439,245437,247862,251073,254135,257128,259215,262356,265775,269813,275667,283197,290587,296110,300514
395096,112,"Shreveport, LA",Msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101090,101571,101697,101887,102207,102663,103250,104070,105048,106429,107619,109397,110714,112056,112200,112153,111788,112366,113185,114140,114520,115118,115624,116429,116717,117164,116564,115751,114606,114448,114709,115068,115099,115116,115076,115729,116312,117102,116727,116097,115311,115335,115669,115949,115740,115852,115998,116147,115935,115879,115756,115628,115331,115540,115803,116284,116344,116944,117466,118085,118159,118270,118341,118450,118430,118809,119111,119253,119178,118984,119039,119149,119210,119442,119399,119443,119131,119220,119687,120007,119665,119775,120267,121115,121431,121480,121718,121709,121688,121201,120631,119496,118080,117312,117210,118169,118779,119299,119570,119698,119630,119411,119079,118728,117519,116668,116274,117007,117368,116448,115183,114258,114669,114756,114739,116411,116490,115949,113330,112623,112571,112906,113266,113664,113453,113515,113567,114004,114327,114176,113938,113604,113609,113654,113783,114483,115302,116075,116521,116567,116654,116813,117259,117772,118133,118313,117828,116663,115381,114555,114256,114277,114674,115475,116424,116951,117171,116926,116930,116962,117468,117965,118447,118567,118744,118191,117277,116381,115842,115737,115329,114975,114710,114404,114382,114596,115270,116266,117157,117787,118451,119013,119364,119451,119869,120485,121266,121253,121483,121500,122313,122611,123021,123616,124611,125640,127020,128430,130145
395116,113,"Springfield, MO",Msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132642,132367,132340,132194,132220,132005,131963,132007,132171,132169,132030,131686,131215,130524,130056,129479,129043,128423,127895,127464,127037,126232,125481,124805,124659,124266,123877,123541,123262,123300,123228,123659,123977,124485,124465,124000,123228,122473,121709,120664,119800,118787,118038,117046,116366,115886,115702,115652,115638,115567,115408,115187,114664,114359,114310,114657,115082,115388,115889,116131,116351,116213,115995,115885,116008,116322,116488,116727,117134,117714,118382,119226,119944,120723,121456,121795,121815,121736,122561,123376,124145,124279,124322,124196,124097,123904,123815,123876,123944,123752,123493,123433,124226,125175,126021,126271,126438,126690,126846,126659,126725,127110,127950,128802,129414,130064,130454,131064,131269,131616,132057,133096,133666,134089,134251,134684,135407,136009,136575,136890,137236,137943,138764,139316,140136,140683,141854,142779,143871,144727,145498,146516,147412,148306,148698,149329,150060,151053,151785,152633,153266,154119,154902,155879,156499,157241,157860,158948,159588,160537,161131,162047,162896,163824,164650,165570,167204,169097,171270,173450,175893,178616,181237,183572,185344,187129,189179,191739,194669,197332,202608
395244,114,"York, PA",Msa,PA,124145,124562,124931,125569,125862,125912,125934,125930,125907,125892,126006,126176,126308,126557,126846,127142,127330,127655,128010,128426,128806,129191,129559,130054,130511,130994,131316,131634,131984,132292,132646,133008,133587,134191,134765,135250,135929,136865,137709,138410,139103,139969,140917,141709,142647,143457,144590,145385,146329,146899,147429,148156,149093,150338,151509,153051,155076,157003,158919,160172,161404,162125,163241,164836,166979,169573,172498,175362,177982,180039,181842,183408,185047,186920,188591,189924,191805,194281,197245,199184,200594,201275,201998,201937,202005,202230,203364,204761,206136,206994,207600,207804,207639,207158,206383,206048,205255,203622,201375,200081,199794,199502,197939,196316,194641,193555,192342,191187,189961,188915,187965,187054,185590,184615,184063,184115,183986,183624,183710,183788,184064,183812,183751,183961,184066,183552,182272,181262,179653,178185,175964,174498,172404,170947,170147,169718,169349,168139,167080,165904,165381,165350,165293,164532,163961,163276,162680,161754,161450,161639,161736,161405,160619,159439,158523,157988,158153,158330,158698,159619,160320,161476,162075,162741,163148,163676,163948,163870,163561,163576,163632,164061,164408,165283,165502,165373,164390,163797,163766,164489,165491,167147,168089,168937,168087,167084,165958,165956,166586,167698,168763,169850,170049,170422,169865,169897,169476,170205,170899,171519,171976,172038,172771,173732,173939,174085,174479,175521,176685,177306,178106,178560,179346,180270,180664,180821,181395,181891,182979,182948,183751,183634,184161,184283,185280,186032,187000,187689,188258,188825,189401,189899,190197,190336,191310,192527,193380,194151,194784,195984,197087,197358,197757,198311,198378,198474,198477,200486,202630,205415,207583,209968,212292,215132,219070,223126,228344,232859,236170,238385,239686,240459
394502,115,"Corpus Christi, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114359,114504,115224,116562,118135,119534,120481,121395,121868,122320,122735,123313,123956,124486,124857,125334,125973,126664,127387,127963,128588,129103,129765,130543,131469,132286,132888,133335,133830,134326,134536,134570,134536,134905,135475,136302,136954,137444,137595,137672,137391,137001,136349,135824,135359,134933,134193,133236,132163,131389,131007,130494,130493,130312,130615,130551,130246,129592,128847,128347,128190,128087,128182,128122,127964,127750,127691,127545,127267,126803,126442,126056,125421,124600,123900,123581,123565,123490,123561,123508,123484,123206,123157,123177,123295,123344,123386,123360,123386,123630,123923,124265,124631,125087,125385,125592,125883,126446,126921,128453,127627,126970,125744,126858,127673,128099,128501,129102,129796,130418,130864,131097,131494,132243,133345,134289,135305,136112,136948,137586,138469,139438,140381,141141,141848,142878,143889,144958,145565,146037,146051,146591,147304,148179,148788,149313,150134,150792,151053,151166,151388,151910,152556,153143,154002,155053,155826,156310,156348,156637,156844,157138,157505,157578,157778,157827,158096,158383,158673,159018,159360,159654,159915,160122,160423,160503,160520,160587,160845,160977,160997,160961,161321,161592,161969,161800,161808,162351,163330,164437,165050,166027,167231,168621,169521,170224,170775,171741,172580,173811,175234,177305,178658,179459,180770,182623,184708,186006,186999,188403,190898,194234,197444,199346
394596,116,"Flint, MI",Msa,MI,134185,134602,134924,135360,135881,136253,137130,137879,138953,139916,140898,141888,142725,143629,144487,145044,145453,145496,145924,146307,146894,147427,147940,148410,148855,149330,149881,150196,150547,150608,150787,151023,151523,152160,152781,153211,153574,153936,154522,155039,155492,155962,156642,157392,158107,158778,159355,160035,160652,161304,161901,162236,162629,162709,163175,163538,164227,164887,165585,166225,166721,167393,168026,168625,169019,169158,169338,169566,169948,170391,170783,171205,171407,171590,171634,171203,170097,169058,169313,169343,169212,167849,166900,165217,163922,162696,161607,161103,161049,161099,159799,158025,156124,155123,154002,152918,150331,146306,141511,134471,132493,131385,134251,132509,131066,127443,123947,120053,116752,114425,112422,111683,111132,110609,109139,107099,104459,101935,100604,99267,98197,96638,95097,94394,93185,92043,90694,89485,88553,87253,85662,84476,83132,81764,79700,77485,75373,74042,73074,72994,72868,72782,72148,71600,71483,72193,73193,74117,74736,75026,74854,74723,74613,74356,73785,73247,73250,73287,73789,74162,74292,74640,75071,75668,75738,76444,77256,78032,78399,79368,80825,82251,83138,84109,85843,87537,88969,89617,89935,89759,89227,89178,90185,91783,92944,93668,94179,94963,95263,95111,95163,95776,96516,96733,96111,95838,96578,97410,97666,97380,97749,98814,99647,100846,101912,103080,104042,104952,106407,107398,108106,107635,107650,107878,109304,110067,111293,112026,112675,113152,113893,115158,116047,116991,117478,118088,118328,118813,119191,120003,121108,122482,123817,124979,126218,126544,126980,127036,128123,128677,128216,127869,127859,128725,129741,130449,131296,132350,134253,136753,138488,140858,143932,146897,149285,150761,152421,154726,157545,160497,162204,163102
395019,117,"Reno, NV",Msa,NV,180509,180727,181021,181568,182143,182720,183318,183900,184454,184994,185553,186020,186399,186901,187476,188192,188772,189491,190333,191542,192853,194336,195702,196955,197733,198559,199388,200624,201866,203410,204990,206704,208303,210140,212037,213774,215190,216612,218588,220980,223606,226297,229879,233299,236840,239903,242622,245158,247985,251727,256060,260659,266185,273339,283571,292296,303299,312392,321620,324684,326793,330977,338685,347091,354850,362104,369099,376265,383275,387629,389996,388713,386788,385419,386822,389216,389049,388664,387291,387712,383720,378958,372765,370087,367461,366346,363216,361307,358585,355258,353196,348414,343876,337808,333666,330082,324570,318058,311027,304931,299782,295008,288425,281528,275474,270402,264197,258772,252178,245527,238527,232789,227615,221228,216202,212713,209957,207846,205422,202435,200644,200115,200344,199375,198496,197973,197269,195321,192815,190144,187868,186882,185912,184824,182646,179700,176943,174555,172459,170112,168093,166774,165866,164811,164196,163285,162612,162561,163673,165261,166787,169022,171713,174580,177436,180776,185040,189757,194795,199493,204390,209518,214181,218175,221148,224975,229093,232898,235083,236312,238076,240259,242327,243719,245896,246996,248252,249149,250817,253258,256155,259573,263242,266355,269977,272964,275710,278034,280493,282728,285754,288691,292679,294742,296333,298928,301914,304814,304779,305301,306171,307812,309466,311424,314195,317422,319995,321667,322566,323708,326400,329373,333329,336176,339513,341769,344232,347178,351188,356605,360795,365461,368864,372621,374029,374718,375761,377303,379938,382742,384938,385226,385141,384658,383252,381060,380655,382055,383850,385125,387165,390294,394255,395864,395572,393497,395067,398999,404401,410016,416742,425291,434383,444765,453418,463659,475552,489670,502610,512959,522084,529857
